Location,Sq_Ft,Bedrooms,Bathrooms,Year_Built,Garage,Price
Gumanpura,2805,1,2,2016,No,3136001
Vigyan Nagar,2850,5,1,2003,No,3346808
Keshav Pura,1551,5,3,2007,Yes,2742153
Keshav Pura,3072,3,2,1994,No,2743034
Vigyan Nagar,1226,4,3,1992,Yes,3241363
Vigyan Nagar,1680,2,2,2001,No,3019924
Nayapura,2843,5,1,2014,Yes,3186366
Nayapura,1086,2,3,1982,No,2581735
Nayapura,3225,5,3,2002,No,2918965
Vigyan Nagar,1320,2,1,2010,No,3131952
Dada bari,1737,2,3,1992,Yes,3396032
Vigyan Nagar,1999,5,1,1993,No,3094187
Gumanpura,2581,5,1,1982,No,2966247
Vigyan Nagar,1667,5,1,1981,No,3119033
Dada bari,2366,1,2,2009,No,3512788
Vigyan Nagar,2881,3,3,2021,No,3405009
Dada bari,1227,5,1,2020,Yes,3614355
Keshav Pura,3003,5,2,2017,No,2804750
Keshav Pura,2542,4,3,2018,No,2780885
Nayapura,2106,4,2,1999,Yes,2936939
Keshav Pura,3224,4,1,1990,Yes,2827219
Dada bari,1868,4,3,1994,Yes,3454173
Vigyan Nagar,2427,2,1,1990,No,3215094
Nayapura,2690,1,1,1997,No,2915090
Keshav Pura,2951,1,2,2017,No,2774730
Gumanpura,1050,2,3,2011,No,2794880
Dada bari,1492,5,1,2011,Yes,3391302
Keshav Pura,1977,1,3,2022,No,2623218
Vigyan Nagar,2933,4,1,2022,Yes,3618041
Gumanpura,2718,2,1,1984,Yes,2954258
Nayapura,1602,4,2,2018,Yes,3013437
Gumanpura,2190,1,2,2017,No,2935820
Gumanpura,2783,5,3,1995,No,3039315
Nayapura,2670,4,2,2015,Yes,3166719
Nayapura,1542,4,1,1992,Yes,2781998
Dada bari,2756,1,1,1983,Yes,3590004
Dada bari,3027,2,3,2011,No,3541150
Nayapura,3231,2,3,2005,Yes,2968533
Vigyan Nagar,2645,5,1,2004,No,3210898
Vigyan Nagar,1358,5,3,2008,Yes,3283819
Vigyan Nagar,2040,1,3,1991,Yes,3205081
Gumanpura,2388,1,3,1982,No,2958946
Dada bari,2665,3,2,2018,Yes,3628123
Gumanpura,1606,5,3,2005,No,2797689
Vigyan Nagar,1047,4,3,1987,No,3014194
Nayapura,1408,1,2,2010,Yes,2751359
Vigyan Nagar,1107,4,1,2000,Yes,3048997
Keshav Pura,1720,3,3,1982,Yes,2616546
Dada bari,2085,1,2,2021,Yes,3586834
Dada bari,1962,3,2,2019,No,3550442
Dada bari,1594,3,2,2007,Yes,3526053
Dada bari,1294,3,1,1987,No,3334076
Keshav Pura,2598,4,2,1992,No,2731318
Dada bari,3215,3,2,2000,Yes,3586995
Nayapura,2793,5,2,2023,Yes,3175582
Vigyan Nagar,1991,3,2,1997,No,3175310
Nayapura,1080,5,3,2011,No,2661709
Gumanpura,1007,1,2,1984,Yes,2684665
Dada bari,2956,5,2,2015,No,3626490
Dada bari,2193,1,2,1999,No,3365750
Dada bari,1133,5,2,1993,No,3276886
Gumanpura,1193,5,3,1995,Yes,2896056
Vigyan Nagar,2239,2,1,2013,No,3351569
Nayapura,1786,4,1,2005,No,2714971
Nayapura,2023,3,3,1990,Yes,2886614
Vigyan Nagar,2263,2,3,2011,Yes,3376355
Vigyan Nagar,2442,1,2,1996,Yes,3199250
Vigyan Nagar,1090,2,2,1999,Yes,3024303
Vigyan Nagar,1410,5,3,1987,Yes,3141604
Gumanpura,3249,4,2,1993,Yes,3096987
Keshav Pura,2092,4,3,2004,No,2652881
Nayapura,2728,3,1,1999,No,2782433
Gumanpura,2730,1,2,1991,Yes,3003303
Dada bari,3275,4,3,2007,Yes,3756790
Dada bari,3316,4,1,2020,Yes,3849608
Dada bari,1756,5,2,1984,Yes,3520957
Gumanpura,1116,4,3,1980,No,2800794
Keshav Pura,2214,1,1,2014,Yes,2829917
Vigyan Nagar,1374,3,2,2007,No,3008640
Dada bari,3178,1,1,1984,Yes,3659355
Dada bari,978,4,3,2023,Yes,3530720
Dada bari,1360,4,3,1990,Yes,3421943
Nayapura,994,2,2,2013,Yes,2707140
Nayapura,2328,5,2,1984,No,2905832
Keshav Pura,3274,2,3,2018,No,2866847
Gumanpura,1195,5,3,2019,No,3000496
Keshav Pura,1510,5,3,2011,No,2599046
Vigyan Nagar,1199,2,2,2011,Yes,3198168
Vigyan Nagar,3412,4,2,2008,Yes,3458952
Nayapura,3079,5,3,1991,No,2946582
Keshav Pura,1435,5,3,1981,No,2502394
Dada bari,3318,5,2,2018,Yes,3908736
Vigyan Nagar,968,1,3,1984,Yes,3114701
Vigyan Nagar,1978,5,2,2021,Yes,3395711
Nayapura,2422,5,2,2013,No,2941124
Vigyan Nagar,3451,2,3,2019,Yes,3560907
Keshav Pura,3113,1,1,1997,Yes,2722348
Dada bari,3446,4,2,1994,Yes,3654225
Vigyan Nagar,1763,5,3,1992,Yes,3275051
Keshav Pura,1744,2,3,2023,Yes,2851616
Keshav Pura,2445,1,2,1990,Yes,2703644
Nayapura,2597,4,2,2021,No,2999406
Vigyan Nagar,2820,3,3,1997,Yes,3308152
Gumanpura,3163,1,2,2013,Yes,3126698
Dada bari,1893,5,1,1990,Yes,3432431
Dada bari,2235,3,2,1987,No,3308720
Dada bari,3073,4,3,1992,No,3447763
Keshav Pura,1078,5,3,2011,No,2613464
Keshav Pura,1742,1,3,2016,Yes,2676271
Vigyan Nagar,2132,2,3,2021,No,3288460
Gumanpura,2974,4,2,2000,No,2955852
Keshav Pura,3392,1,1,2011,No,2759718
Dada bari,2759,1,3,1981,No,3494101
Dada bari,3076,5,3,1985,Yes,3680353
Gumanpura,1621,4,2,2002,No,2865919
Gumanpura,1552,4,2,2003,Yes,2921034
Nayapura,2226,3,3,1987,Yes,2835761
Vigyan Nagar,1759,1,3,2022,Yes,3367977
Nayapura,2608,5,2,2023,No,3156678
Nayapura,1691,4,3,2002,No,2706516
Dada bari,1094,4,2,1981,Yes,3270966
Keshav Pura,2050,2,1,1996,Yes,2723673
Nayapura,1372,2,3,2006,Yes,2709971
Gumanpura,1007,4,2,2015,Yes,3031985
Nayapura,2973,2,2,1987,No,2788936
Nayapura,2940,4,3,2011,No,3049101
Gumanpura,1892,3,2,2013,Yes,3024105
Gumanpura,2232,5,3,2005,No,2989516
Gumanpura,1489,3,2,1992,Yes,2912335
Vigyan Nagar,2727,5,3,2019,No,3482935
Nayapura,1712,4,3,1998,Yes,2916313
Gumanpura,2408,4,3,2013,No,3074846
Dada bari,2567,5,3,1997,Yes,3655372
Keshav Pura,3033,2,3,1990,No,2760442
Vigyan Nagar,1958,1,2,1989,Yes,3260226
Gumanpura,2946,1,3,1981,Yes,3134282
Vigyan Nagar,1272,3,1,2021,No,3245378
Dada bari,1173,1,3,2023,No,3458843
Keshav Pura,2551,2,3,1993,No,2633791
Dada bari,3300,4,3,1993,No,3537815
Vigyan Nagar,2587,5,2,1996,No,3326916
Dada bari,2485,2,3,2004,No,3465653
Dada bari,2875,2,3,2013,Yes,3729172
Keshav Pura,2880,2,2,2016,Yes,2996002
Vigyan Nagar,1137,1,3,2020,Yes,3318907
Dada bari,1097,3,3,1980,No,3266828
Nayapura,2693,1,2,2021,Yes,3087599
Keshav Pura,3147,3,1,1988,Yes,2882912
Vigyan Nagar,2821,2,3,2017,No,3343430
Nayapura,2676,4,2,2012,Yes,3008722
Keshav Pura,2550,4,1,1999,Yes,2711174
Keshav Pura,3366,4,2,2002,Yes,2831454
Keshav Pura,1408,1,2,1984,Yes,2537703
Gumanpura,1275,2,3,2016,No,2861398
Gumanpura,1093,1,1,1989,No,2625804
Gumanpura,2908,5,3,2011,No,3160171
Gumanpura,2061,5,1,1997,No,2935152
Vigyan Nagar,2345,2,2,1981,No,3216561
Keshav Pura,2832,1,3,1994,Yes,2679866
Gumanpura,2073,1,3,1996,Yes,2881143
Dada bari,2211,4,1,2016,No,3582232
Gumanpura,2247,3,1,2006,Yes,3110679
Gumanpura,1154,4,2,2015,No,2782254
Gumanpura,1643,4,1,1987,No,2784551
Keshav Pura,2335,2,1,1986,Yes,2741801
Gumanpura,1497,1,2,1999,Yes,2879494
Gumanpura,2008,3,3,1990,No,2899782
Vigyan Nagar,2749,4,3,1985,No,3315836
Keshav Pura,2559,2,3,1998,No,2635179
Gumanpura,2566,4,3,2006,No,3044229
Nayapura,3048,1,1,2007,No,3008575
Nayapura,2056,2,3,1989,Yes,2775270
Vigyan Nagar,1322,4,3,2020,No,3243684
Vigyan Nagar,2645,2,2,2006,No,3262896
Dada bari,1270,4,3,1989,No,3284417
Dada bari,2546,1,1,2021,Yes,3698232
Gumanpura,2394,2,2,2001,No,2904429
Gumanpura,1078,1,3,2017,Yes,2865985
Vigyan Nagar,2362,3,3,2013,Yes,3479826
Dada bari,3197,3,1,1991,No,3476986
Gumanpura,3361,3,2,1992,Yes,3099780
Dada bari,1961,3,3,2018,No,3515224
Gumanpura,3441,1,1,2016,Yes,3218838
Dada bari,1698,3,1,1998,No,3211836
Vigyan Nagar,2191,1,2,1993,Yes,3186532
Dada bari,2753,3,3,2006,Yes,3666996
Dada bari,1665,2,3,1983,Yes,3300058
Dada bari,1847,1,3,2012,No,3311301
Nayapura,3250,2,2,2022,No,3033001
Nayapura,3098,2,3,2009,Yes,3104667
Gumanpura,2954,3,1,2006,Yes,3185607
Vigyan Nagar,1087,3,1,1988,Yes,3160688
Keshav Pura,3062,4,1,1993,Yes,2731273
Nayapura,2359,1,3,2016,Yes,2988992
Gumanpura,1445,5,3,1988,Yes,2992304
Dada bari,2005,3,3,2010,No,3512713
Vigyan Nagar,3439,1,2,1997,Yes,3355378
Nayapura,1011,1,3,1998,No,2521918
Dada bari,2233,2,1,2023,No,3490679
Dada bari,1933,1,2,1985,Yes,3428846
Nayapura,2770,2,2,2003,No,2830451
Nayapura,1104,4,3,2009,Yes,2715859
Nayapura,1132,3,2,2019,Yes,2949035
Nayapura,3458,2,2,1999,Yes,3045323
Gumanpura,1041,4,1,2008,Yes,2817846
Dada bari,2852,3,3,2019,Yes,3844793
Keshav Pura,2228,2,3,2003,Yes,2667681
Vigyan Nagar,1822,3,3,2021,Yes,3425540
Nayapura,1069,2,1,2005,Yes,2810142
Keshav Pura,2975,3,1,2016,No,2729908
Keshav Pura,3101,2,1,1996,Yes,2720109
Keshav Pura,2710,5,2,1990,Yes,2735815
Keshav Pura,2873,1,3,1995,No,2670710
Keshav Pura,3305,4,3,2007,No,2899399
Dada bari,2142,5,3,1999,Yes,3513726
Keshav Pura,2670,4,3,2004,Yes,2731452
Vigyan Nagar,3206,3,3,1991,No,3281913
Nayapura,1110,5,1,2001,No,2600161
Dada bari,2512,3,3,1988,No,3475889
Gumanpura,2760,1,1,2006,Yes,3112293
Nayapura,1600,4,2,2004,No,2718546
Nayapura,3442,4,1,1997,Yes,3129950
Vigyan Nagar,2575,3,2,1988,No,3169616
Vigyan Nagar,3377,4,2,1992,No,3313462
Keshav Pura,1881,1,3,2017,Yes,2849728
Keshav Pura,1821,2,2,2022,Yes,2822535
Vigyan Nagar,2971,2,1,2000,Yes,3402553
Gumanpura,2799,5,3,2023,Yes,3215191
Dada bari,2411,5,3,2004,No,3381336
Keshav Pura,2615,5,2,2001,Yes,2783132
Nayapura,2130,4,1,1998,Yes,2971170
Gumanpura,1348,3,3,2009,No,2855520
Gumanpura,1546,2,3,1991,Yes,2821822
Nayapura,3131,2,1,2004,Yes,2913882
Nayapura,1456,2,3,1981,No,2758792
Vigyan Nagar,1568,4,3,1982,No,3080992
Dada bari,3020,3,1,2022,Yes,3771799
Nayapura,2495,1,2,2004,No,2844602
Nayapura,1890,5,1,2018,Yes,2962242
Vigyan Nagar,3051,2,1,2013,Yes,3503582
Gumanpura,1832,3,1,2008,Yes,2902627
Dada bari,1814,4,3,1991,No,3340673
Gumanpura,2681,4,3,2011,Yes,3106231
Gumanpura,1738,1,2,1990,No,2689533
Nayapura,2161,2,3,1986,Yes,2773304
Gumanpura,3458,5,1,1983,Yes,3234237
Gumanpura,3378,5,3,1992,Yes,3097155
Dada bari,1845,2,2,1993,No,3385606
Vigyan Nagar,1579,2,2,1983,Yes,3227517
Gumanpura,1340,5,1,1981,No,2671886
Gumanpura,1113,1,2,2023,No,2864916
Vigyan Nagar,1391,3,3,2009,Yes,3260402
Nayapura,2096,2,2,1996,No,2674080
Nayapura,1464,5,3,1995,Yes,2720415
Dada bari,1267,5,3,1983,Yes,3302933
Dada bari,2402,3,2,2022,Yes,3663390
Vigyan Nagar,3269,3,3,2020,Yes,3547563
Vigyan Nagar,3368,1,3,2005,No,3429599
Gumanpura,3010,1,1,2002,No,3054188
Dada bari,1542,4,2,2022,Yes,3502425
Gumanpura,1196,1,3,2014,Yes,2932257
Nayapura,1744,3,2,2022,No,2850545
Vigyan Nagar,1209,2,2,2022,Yes,3269911
Gumanpura,1420,2,2,1987,Yes,2922734
Dada bari,2300,2,1,1985,No,3459139
Keshav Pura,3180,2,3,2012,No,2863766
Vigyan Nagar,3313,4,3,2021,Yes,3634921
Vigyan Nagar,1990,4,2,2011,No,3241347
Gumanpura,1674,2,2,2019,No,2897116
Vigyan Nagar,1008,1,1,1991,Yes,3002038
Dada bari,1862,5,1,2008,No,3357662
Nayapura,3402,3,1,2000,Yes,2966676
Vigyan Nagar,2091,4,2,2002,Yes,3323872
Vigyan Nagar,2465,3,3,1996,Yes,3333905
Vigyan Nagar,3215,1,1,1994,Yes,3365277
Dada bari,3267,2,3,2023,Yes,3826565
Gumanpura,2167,1,3,2021,Yes,3173050
Nayapura,2833,1,2,2006,Yes,3043589
Keshav Pura,2118,5,2,1998,No,2675648
Keshav Pura,2157,3,1,1988,No,2651118
Vigyan Nagar,1642,1,1,1987,Yes,3235513
Vigyan Nagar,1070,1,3,1984,Yes,3010564
Keshav Pura,1045,4,3,1999,No,2465263
Nayapura,2462,1,3,2014,Yes,2919638
Vigyan Nagar,2728,5,1,1992,Yes,3333646
Keshav Pura,1496,2,1,2014,Yes,2652880
Nayapura,1071,3,1,2012,No,2608157
Vigyan Nagar,2916,3,3,2010,Yes,3479363
Vigyan Nagar,2042,4,2,2000,Yes,3180059
Nayapura,2962,5,2,2015,Yes,3049961
Vigyan Nagar,1937,2,2,1996,No,3035985
Keshav Pura,1418,5,1,1997,No,2402973
Vigyan Nagar,2045,3,1,2012,No,3153000
Vigyan Nagar,1943,4,2,1992,Yes,3263651
Gumanpura,1111,2,1,1983,Yes,2893622
Dada bari,3382,1,2,2015,No,3640293
Nayapura,2796,2,3,2008,Yes,3019081
Nayapura,1603,5,3,1990,No,2686040
Gumanpura,1522,4,2,2004,No,2760965
Vigyan Nagar,1080,1,3,1996,No,2998779
Nayapura,1105,1,3,1984,No,2513341
Nayapura,2900,4,2,2003,Yes,2899752
Dada bari,2253,2,1,1991,No,3463176
Vigyan Nagar,2171,1,3,1997,No,3137783
Vigyan Nagar,984,3,2,1992,No,3065860
Gumanpura,3082,5,2,1997,Yes,3068910
Vigyan Nagar,3255,3,2,1998,No,3303059
Keshav Pura,1368,5,1,2014,Yes,2682991
Nayapura,3047,4,2,2018,Yes,3131621
Nayapura,2705,1,2,2011,No,2972116
Vigyan Nagar,1870,2,1,2019,No,3260667
Vigyan Nagar,1917,2,3,1996,Yes,3215704
Nayapura,1919,4,3,1999,No,2672427
Gumanpura,2658,5,2,1982,No,2924805
Vigyan Nagar,2475,2,3,2015,Yes,3369376
Vigyan Nagar,2559,1,3,1986,No,3225361
Vigyan Nagar,1575,5,3,2006,No,3122256
Dada bari,2101,1,1,1993,Yes,3480293
Nayapura,2846,1,2,1988,No,2825829
Keshav Pura,2351,3,2,2022,No,2701633
Gumanpura,3031,2,1,1987,No,3064740
Vigyan Nagar,1229,2,2,1987,No,2938840
Dada bari,3262,1,1,1990,No,3535230
Keshav Pura,1095,5,2,1999,No,2395115
Dada bari,1127,3,2,2002,Yes,3371449
Gumanpura,2122,5,1,2011,Yes,3110935
Nayapura,1136,4,1,1992,Yes,2661513
Vigyan Nagar,2273,5,1,1981,Yes,3346379
Keshav Pura,3275,3,1,2006,No,2831532
Dada bari,1513,4,2,2001,No,3382278
Nayapura,2499,3,2,2023,Yes,3203139
Gumanpura,1534,1,3,1994,No,2682804
Vigyan Nagar,3100,1,3,2005,No,3321659
Vigyan Nagar,3204,3,3,2014,Yes,3463337
Keshav Pura,1519,3,1,2019,No,2708956
Gumanpura,2185,3,2,1991,Yes,3078405
Vigyan Nagar,2199,1,1,1985,No,3134252
Dada bari,1654,2,1,1999,No,3360068
Vigyan Nagar,2603,4,1,2009,No,3326684
Gumanpura,3309,3,1,2017,No,3164534
Vigyan Nagar,1153,3,2,2017,No,3131618
Vigyan Nagar,2907,4,1,1998,No,3371778
Vigyan Nagar,2441,4,1,1990,No,3231905
Dada bari,1310,1,3,1999,Yes,3307554
Nayapura,1449,1,2,1994,No,2705659
Dada bari,2063,5,2,2009,No,3371753
Dada bari,2870,1,1,1984,No,3359990
Keshav Pura,2119,5,1,2021,Yes,2843982
Vigyan Nagar,2241,3,2,1990,Yes,3289606
Vigyan Nagar,3417,5,1,1985,Yes,3513304
Keshav Pura,3143,1,3,1985,Yes,2894147
Keshav Pura,1866,2,2,2020,No,2788927
Vigyan Nagar,1762,2,2,2019,No,3244259
Keshav Pura,3008,1,2,2010,Yes,2853737
Vigyan Nagar,1390,1,3,2018,Yes,3325356
Gumanpura,1297,5,2,2003,Yes,2869113
Vigyan Nagar,3405,4,2,1990,No,3404285
Dada bari,1455,3,2,2002,Yes,3378577
Nayapura,1087,1,1,2022,Yes,2805861
Gumanpura,1817,5,2,2004,Yes,3011508
Nayapura,1101,3,1,1984,Yes,2721916
Dada bari,1287,2,2,1994,Yes,3265040
Vigyan Nagar,2642,1,1,2003,Yes,3306868
Keshav Pura,2073,2,3,2004,Yes,2726021
Keshav Pura,2126,3,3,2002,No,2671458
Vigyan Nagar,2117,2,1,1996,No,3223684
Vigyan Nagar,1508,4,1,2016,Yes,3233178
Nayapura,3028,2,1,2002,Yes,2994212
Keshav Pura,3362,5,2,2012,No,2951998
Nayapura,2427,1,1,2012,No,2865976
Vigyan Nagar,1654,4,1,2008,No,3222322
Nayapura,1960,2,2,2011,Yes,2815201
Vigyan Nagar,1289,5,3,1982,Yes,3084239
Vigyan Nagar,1992,3,2,1981,Yes,3222308
Gumanpura,1702,2,2,2018,No,2896153
Gumanpura,3223,4,1,1991,No,3061322
Keshav Pura,1801,2,2,2014,Yes,2759730
Nayapura,1029,3,2,2012,Yes,2843630
Keshav Pura,3091,3,3,2006,Yes,2763061
Vigyan Nagar,1454,2,2,1986,Yes,3255305
Vigyan Nagar,3338,3,1,1996,Yes,3535531
Dada bari,1708,1,3,1982,Yes,3435913
Dada bari,2325,2,1,2006,Yes,3424602
Gumanpura,2245,1,1,2018,Yes,3157826
Vigyan Nagar,1378,4,3,2008,Yes,3215032
Nayapura,2135,1,3,2007,No,2864866
Keshav Pura,1181,1,3,2018,Yes,2717671
Nayapura,1959,4,3,1988,No,2792728
Nayapura,1554,1,3,2004,No,2699958
Vigyan Nagar,2916,5,1,1984,No,3357987
Vigyan Nagar,2147,2,3,1986,No,3230387
Dada bari,3285,1,2,2023,No,3683092
Nayapura,2752,3,2,1999,No,2841461
Gumanpura,1150,2,1,2005,Yes,2822383
Dada bari,2919,3,3,1986,No,3492293
Dada bari,2032,5,2,1986,Yes,3429355
Keshav Pura,1175,5,2,1987,Yes,2630471
Dada bari,3301,4,2,2020,Yes,3769356
Keshav Pura,2686,1,2,1986,Yes,2751790
Gumanpura,2705,4,2,2020,Yes,3165944
Keshav Pura,1244,5,3,2010,No,2446290
Keshav Pura,1617,4,3,2014,No,2640812
Gumanpura,1160,2,2,1993,No,2670230
Dada bari,3244,5,1,1992,Yes,3571118
Vigyan Nagar,1447,3,1,2009,Yes,3199931
Gumanpura,2963,3,3,2023,Yes,3240960
Nayapura,1108,5,3,1982,No,2564550
Vigyan Nagar,2520,2,1,2015,Yes,3352413
Nayapura,1699,2,2,1983,No,2698097
Vigyan Nagar,2110,2,2,1992,Yes,3229457
Dada bari,2417,3,2,2010,No,3544734
Nayapura,1566,1,3,2009,Yes,2882907
Vigyan Nagar,1020,4,3,2019,Yes,3232074
Dada bari,3256,1,3,2009,Yes,3647386
Vigyan Nagar,1221,4,3,1981,No,3146227
Keshav Pura,2004,5,2,1993,No,2645919
Keshav Pura,2648,4,2,2013,Yes,2928845
Gumanpura,1473,5,1,2006,No,2773694
Nayapura,3136,1,2,2005,Yes,2944221
Gumanpura,2022,5,2,2003,No,2819329
Nayapura,2245,4,3,2014,No,2934091
Gumanpura,2185,4,2,2023,Yes,3116487
Vigyan Nagar,3191,5,1,1980,No,3285923
Vigyan Nagar,2288,1,3,1988,Yes,3232309
Vigyan Nagar,1020,2,1,1983,Yes,3147120
Nayapura,1000,1,1,2019,Yes,2807367
Dada bari,1706,3,2,1985,No,3368872
Gumanpura,1890,2,3,1997,No,2912084
Dada bari,2961,2,3,1984,No,3398112
Dada bari,3216,3,1,1985,No,3455892
Gumanpura,2647,3,1,2017,Yes,3144701
Keshav Pura,1711,5,3,1993,No,2459224
Keshav Pura,3421,2,3,2001,Yes,2814779
Keshav Pura,2519,2,3,1995,Yes,2817038
Keshav Pura,1637,5,2,2007,No,2486723
Dada bari,1700,4,1,2020,Yes,3491940
Gumanpura,2467,5,3,1996,Yes,3051377
Dada bari,1072,2,2,1993,Yes,3325469
Nayapura,3139,3,1,1984,No,2829340
Nayapura,3306,5,2,1983,No,2959476
Dada bari,3205,1,3,2010,Yes,3614993
Nayapura,2527,1,1,2017,Yes,3009008
Vigyan Nagar,1480,1,1,1991,Yes,3224562
Keshav Pura,2341,4,1,1989,No,2572177
Nayapura,3440,3,3,2016,Yes,3146980
Dada bari,1266,4,3,1998,No,3331284
Dada bari,2918,5,3,2004,No,3437807
Gumanpura,3039,1,2,2005,Yes,3134278
Keshav Pura,2358,1,3,2016,No,2734905
Vigyan Nagar,1372,1,1,2006,Yes,3232861
Gumanpura,3024,4,3,1982,No,3125256
Vigyan Nagar,3473,1,2,2004,Yes,3414635
Keshav Pura,3195,4,1,1992,No,2756706
Nayapura,1734,3,2,2001,No,2683981
Keshav Pura,2401,1,3,1980,No,2571170
Nayapura,2323,1,3,2000,No,2719097
Nayapura,2363,3,2,2012,No,2851208
Dada bari,1493,2,2,2017,Yes,3484281
Nayapura,3098,3,1,2008,No,3046042
Gumanpura,2082,3,1,1981,Yes,2989328
Vigyan Nagar,1506,2,2,1985,Yes,3226164
Vigyan Nagar,2611,4,1,1995,No,3246903
Dada bari,1068,4,1,1992,Yes,3232309
Dada bari,3416,1,1,2019,Yes,3704227
Dada bari,1664,5,3,2001,Yes,3430169
Gumanpura,1232,3,1,2015,Yes,2859063
Vigyan Nagar,3215,1,2,1995,Yes,3464156
Gumanpura,1172,4,1,2017,Yes,2951493
Dada bari,3402,4,3,2015,No,3695158
Keshav Pura,2215,1,2,2003,Yes,2711722
Gumanpura,1275,2,1,2006,Yes,2863084
Vigyan Nagar,3071,1,2,1984,No,3275711
Nayapura,2009,5,2,2009,No,2779658
Dada bari,1605,3,3,2006,Yes,3469499
Vigyan Nagar,1093,4,3,1983,No,3014131
Nayapura,1519,2,2,2001,No,2614712
Gumanpura,1965,2,3,2005,Yes,3019025
Keshav Pura,1004,2,1,2007,Yes,2592365
Keshav Pura,3146,1,1,1982,Yes,2784206
Keshav Pura,1818,3,3,1993,Yes,2565759
Keshav Pura,2205,3,3,1987,Yes,2744207
Keshav Pura,2350,4,2,1982,Yes,2696084
Vigyan Nagar,3346,1,1,1992,No,3345554
Nayapura,2019,2,1,2016,No,2811668
Nayapura,2048,2,3,2021,Yes,3050216
Vigyan Nagar,2849,5,1,1991,Yes,3404413
Dada bari,3294,1,1,2013,No,3710580
Nayapura,1123,1,1,1991,Yes,2728092
Gumanpura,2875,5,1,2012,No,3130514
Vigyan Nagar,1940,3,3,2021,No,3262086
Dada bari,1920,5,3,1984,No,3358565
Vigyan Nagar,1585,4,1,1995,No,3160943
Dada bari,3033,1,1,1998,No,3464434
Dada bari,2563,2,1,2009,No,3560143
Vigyan Nagar,1549,4,1,2003,Yes,3244915
Dada bari,2532,5,3,2005,No,3418911
Gumanpura,2320,3,3,2008,No,2942909
Keshav Pura,1554,4,2,2003,Yes,2575340
Nayapura,2272,3,2,1998,No,2814115
Vigyan Nagar,1135,2,1,2012,Yes,3134610
Dada bari,1877,2,2,1993,No,3343273
Keshav Pura,1932,5,2,2010,No,2595554
Nayapura,1799,3,2,2008,Yes,2916246
Vigyan Nagar,2917,2,1,1997,Yes,3448557
Keshav Pura,2341,4,3,2013,No,2744443
Vigyan Nagar,1689,3,3,1985,Yes,3205646
Gumanpura,3406,4,1,2004,No,3099792
Nayapura,1953,2,2,1985,No,2686485
Nayapura,1929,1,1,1997,No,2779824
Gumanpura,2408,2,1,2016,No,2980116
Nayapura,1596,1,1,2004,Yes,2689459
Keshav Pura,2361,1,2,1991,Yes,2729224
Keshav Pura,3464,3,2,1997,No,2869217
Nayapura,2289,4,1,2019,Yes,3035968
Dada bari,3209,1,1,2002,Yes,3522263
Dada bari,1517,4,1,1981,No,3308551
Dada bari,978,5,3,2014,Yes,3528956
Vigyan Nagar,2215,4,1,1998,No,3129918
Vigyan Nagar,1256,4,3,2003,Yes,3210371
Keshav Pura,2977,5,2,2018,Yes,2969343
Keshav Pura,2068,2,2,1996,No,2459957
Dada bari,2782,4,1,2001,No,3447119
Keshav Pura,2118,3,3,2013,Yes,2711460
Vigyan Nagar,2534,4,2,2008,Yes,3295302
Nayapura,1187,5,1,1993,Yes,2657416
Gumanpura,2581,1,1,2004,No,2928769
Nayapura,2965,3,1,1982,Yes,3016007
Gumanpura,1483,1,3,2010,Yes,2905123
Nayapura,2882,1,2,1984,Yes,3058338
Gumanpura,2466,2,3,2018,Yes,3202260
Vigyan Nagar,2751,2,2,2011,Yes,3444883
Vigyan Nagar,1285,1,3,2020,No,3230500
Vigyan Nagar,2688,5,2,2015,Yes,3521225
Dada bari,2624,5,1,2018,No,3518377
Vigyan Nagar,1284,5,1,1995,No,3159394
Vigyan Nagar,3145,3,3,1990,No,3299978
Dada bari,1395,2,2,1992,Yes,3372868
Vigyan Nagar,1328,5,3,1990,No,3087531
Keshav Pura,2545,4,2,2006,No,2600314
Nayapura,1611,2,1,1983,Yes,2856261
Keshav Pura,2227,2,1,2012,No,2612858
Nayapura,2544,3,3,2020,No,3104464
Dada bari,1892,3,3,2015,No,3493660
Gumanpura,2368,2,3,2020,Yes,3103273
Nayapura,2596,3,1,1987,Yes,3010035
Gumanpura,1914,3,1,1982,No,2890963
Gumanpura,2665,1,1,2010,Yes,3094894
Vigyan Nagar,1042,5,2,2001,No,2998730
Keshav Pura,2942,3,1,1986,Yes,2727831
Dada bari,2117,5,1,2014,No,3482637
Gumanpura,3203,5,1,1995,No,3121922
Nayapura,1686,2,2,1986,No,2672890
Keshav Pura,1766,1,1,2010,Yes,2562155
Vigyan Nagar,2112,2,1,2022,No,3273814
Gumanpura,2110,1,2,2006,Yes,2997477
Nayapura,1622,5,3,2006,No,2852182
Vigyan Nagar,3042,1,2,2014,No,3373953
Nayapura,2501,2,1,1992,No,2726704
Keshav Pura,1522,4,3,1991,Yes,2611730
Keshav Pura,1064,4,3,2007,No,2480490
Dada bari,1648,5,3,1999,Yes,3443052
Nayapura,3171,3,2,2022,Yes,3216866
Nayapura,2766,4,1,2000,No,2952495
Nayapura,1415,5,3,2011,No,2813150
Dada bari,3273,4,3,2002,No,3528161
Vigyan Nagar,2490,2,3,1982,No,3303422
Gumanpura,3081,2,1,2009,Yes,3132921
Vigyan Nagar,1757,5,1,1998,Yes,3162226
